,borough,date,latitude,location,longitude,number_of_persons_injured,number_of_persons_killed
203,MANHATTAN,2016-01-03,40.8384262,"{u'type': u'Point', u'coordinates': [-73.9416888, 40.8384262]}",-73.9416888,0,0
204,MANHATTAN,2016-01-03,40.7791801,"{u'type': u'Point', u'coordinates': [-73.9507928, 40.7791801]}",-73.9507928,0,0
205,MANHATTAN,2016-01-03,40.7260711,"{u'type': u'Point', u'coordinates': [-74.0099072, 40.7260711]}",-74.0099072,0,0
206,MANHATTAN,2016-01-03,40.7205051,"{u'type': u'Point', u'coordinates': [-73.9968362, 40.7205051]}",-73.9968362,0,0
207,MANHATTAN,2016-01-03,40.7521904,"{u'type': u'Point', u'coordinates': [-73.9934636, 40.7521904]}",-73.9934636,0,0
208,MANHATTAN,2016-01-03,40.7560353,"{u'type': u'Point', u'coordinates': [-73.9869481, 40.7560353]}",-73.9869481,0,0
209,MANHATTAN,2016-01-03,40.7465356,"{u'type': u'Point', u'coordinates': [-73.9859503, 40.7465356]}",-73.9859503,0,0
210,MANHATTAN,2016-01-03,40.7533873,"{u'type': u'Point', u'coordinates': [-73.996304, 40.7533873]}",-73.996304,0,0
211,MANHATTAN,2016-01-03,40.7485121,"{u'type': u'Point', u'coordinates': [-73.9887144, 40.7485121]}",-73.9887144,0,0
212,MANHATTAN,2016-01-03,40.8589127,"{u'type': u'Point', u'coordinates': [-73.9229593, 40.8589127]}",-73.9229593,0,0
213,MANHATTAN,2016-01-03,40.7187947,"{u'type': u'Point', u'coordinates': [-73.9890116, 40.7187947]}",-73.9890116,0,0
214,MANHATTAN,2016-01-03,40.7607762,"{u'type': u'Point', u'coordinates': [-74.0021839, 40.7607762]}",-74.0021839,0,0
215,MANHATTAN,2016-01-03,40.7602226,"{u'type': u'Point', u'coordinates': [-73.967462, 40.7602226]}",-73.967462,0,0
216,MANHATTAN,2016-01-03,40.7485017,"{u'type': u'Point', u'coordinates': [-73.974971, 40.7485017]}",-73.974971,1,0
217,MANHATTAN,2016-01-03,40.7440605,"{u'type': u'Point', u'coordinates': [-74.0068099, 40.7440605]}",-74.0068099,0,0
218,MANHATTAN,2016-01-04,40.8171892,"{u'type': u'Point', u'coordinates': [-73.9344529, 40.8171892]}",-73.9344529,0,0
219,MANHATTAN,2016-01-04,40.7690642,"{u'type': u'Point', u'coordinates': [-73.961111, 40.7690642]}",-73.961111,0,0
220,MANHATTAN,2016-01-04,40.767242,"{u'type': u'Point', u'coordinates': [-73.9862022, 40.767242]}",-73.9862022,0,0
221,MANHATTAN,2016-01-04,40.8468032,"{u'type': u'Point', u'coordinates': [-73.9318503, 40.8468032]}",-73.9318503,0,0
222,MANHATTAN,2016-01-04,40.8668135,"{u'type': u'Point', u'coordinates': [-73.9172051, 40.8668135]}",-73.9172051,0,0
223,MANHATTAN,2016-01-04,40.8435685,"{u'type': u'Point', u'coordinates': [-73.9342137, 40.8435685]}",-73.9342137,0,0
224,MANHATTAN,2016-01-04,40.8163191,"{u'type': u'Point', u'coordinates': [-73.9578319, 40.8163191]}",-73.9578319,1,0
225,MANHATTAN,2016-01-04,40.8252325,"{u'type': u'Point', u'coordinates': [-73.9476044, 40.8252325]}",-73.9476044,0,0
226,MANHATTAN,2016-01-04,40.8018007,"{u'type': u'Point', u'coordinates': [-73.9610774, 40.8018007]}",-73.9610774,0,0
227,MANHATTAN,2016-01-04,40.8106857,"{u'type': u'Point', u'coordinates': [-73.954512, 40.8106857]}",-73.954512,1,0
228,MANHATTAN,2016-01-04,40.8101754,"{u'type': u'Point', u'coordinates': [-73.9374076, 40.8101754]}",-73.9374076,0,0
229,MANHATTAN,2016-01-04,40.779493,"{u'type': u'Point', u'coordinates': [-73.9577, 40.779493]}",-73.9577,1,0
230,MANHATTAN,2016-01-04,40.818612,"{u'type': u'Point', u'coordinates': [-73.960952, 40.818612]}",-73.960952,0,0
231,MANHATTAN,2016-01-04,40.8276336,"{u'type': u'Point', u'coordinates': [-73.9357579, 40.8276336]}",-73.9357579,0,0
232,MANHATTAN,2016-01-04,40.7896858,"{u'type': u'Point', u'coordinates': [-73.9481452, 40.7896858]}",-73.9481452,0,0
233,MANHATTAN,2016-01-04,40.7925479,"{u'type': u'Point', u'coordinates': [-73.9410356, 40.7925479]}",-73.9410356,0,0
234,MANHATTAN,2016-01-04,40.7849422,"{u'type': u'Point', u'coordinates': [-73.9465889, 40.7849422]}",-73.9465889,0,0
235,MANHATTAN,2016-01-04,40.750766,"{u'type': u'Point', u'coordinates': [-73.9744433, 40.750766]}",-73.9744433,0,0
236,MANHATTAN,2016-01-04,40.7190477,"{u'type': u'Point', u'coordinates': [-73.9964791, 40.7190477]}",-73.9964791,1,0
237,MANHATTAN,2016-01-04,40.7560353,"{u'type': u'Point', u'coordinates': [-73.9869481, 40.7560353]}",-73.9869481,0,0
238,MANHATTAN,2016-01-04,40.8514333,"{u'type': u'Point', u'coordinates': [-73.9270814, 40.8514333]}",-73.9270814,0,0
239,MANHATTAN,2016-01-04,40.7552921,"{u'type': u'Point', u'coordinates': [-73.9949215, 40.7552921]}",-73.9949215,1,0
240,MANHATTAN,2016-01-04,40.7163952,"{u'type': u'Point', u'coordinates': [-73.9845353, 40.7163952]}",-73.9845353,0,0
241,MANHATTAN,2016-01-04,40.7159536,"{u'type': u'Point', u'coordinates': [-73.9867215, 40.7159536]}",-73.9867215,0,0
242,MANHATTAN,2016-01-04,40.7171939,"{u'type': u'Point', u'coordinates': [-73.9841023, 40.7171939]}",-73.9841023,0,0
243,MANHATTAN,2016-01-04,40.7665617,"{u'type': u'Point', u'coordinates': [-73.9904225, 40.7665617]}",-73.9904225,0,0
244,MANHATTAN,2016-01-04,40.7749592,"{u'type': u'Point', u'coordinates': [-73.9588943, 40.7749592]}",-73.9588943,0,0
245,MANHATTAN,2016-01-04,40.7578587,"{u'type': u'Point', u'coordinates': [-73.975592, 40.7578587]}",-73.975592,1,0
246,MANHATTAN,2016-01-04,40.7015053,"{u'type': u'Point', u'coordinates': [-74.0125507, 40.7015053]}",-74.0125507,0,0
247,MANHATTAN,2016-01-04,40.7125314,"{u'type': u'Point', u'coordinates': [-74.0076652, 40.7125314]}",-74.0076652,0,0
248,MANHATTAN,2016-01-04,40.7240541,"{u'type': u'Point', u'coordinates': [-74.0043798, 40.7240541]}",-74.0043798,1,0
249,MANHATTAN,2016-01-04,40.7136919,"{u'type': u'Point', u'coordinates': [-74.0137542, 40.7136919]}",-74.0137542,0,0
250,MANHATTAN,2016-01-04,40.7242213,"{u'type': u'Point', u'coordinates': [-74.0086442, 40.7242213]}",-74.0086442,0,0
251,MANHATTAN,2016-01-04,40.7203211,"{u'type': u'Point', u'coordinates': [-73.9940403, 40.7203211]}",-73.9940403,0,0
252,MANHATTAN,2016-01-04,40.7170989,"{u'type': u'Point', u'coordinates': [-73.9985895, 40.7170989]}",-73.9985895,0,0
253,MANHATTAN,2016-01-04,40.7165417,"{u'type': u'Point', u'coordinates': [-73.9969843, 40.7165417]}",-73.9969843,0,0
254,MANHATTAN,2016-01-04,40.7210624,"{u'type': u'Point', u'coordinates': [-73.9981962, 40.7210624]}",-73.9981962,0,0
255,MANHATTAN,2016-01-04,40.7200441,"{u'type': u'Point', u'coordinates': [-73.999062, 40.7200441]}",-73.999062,1,0
256,MANHATTAN,2016-01-04,40.7138434,"{u'type': u'Point', u'coordinates': [-73.9927243, 40.7138434]}",-73.9927243,0,0
257,MANHATTAN,2016-01-04,40.713511,"{u'type': u'Point', u'coordinates': [-73.9886013, 40.713511]}",-73.9886013,0,0
258,MANHATTAN,2016-01-04,40.7161152,"{u'type': u'Point', u'coordinates': [-73.9836191, 40.7161152]}",-73.9836191,0,0
259,MANHATTAN,2016-01-04,40.7250737,"{u'type': u'Point', u'coordinates': [-73.9812105, 40.7250737]}",-73.9812105,0,0
260,MANHATTAN,2016-01-04,40.7348379,"{u'type': u'Point', u'coordinates': [-73.9907554, 40.7348379]}",-73.9907554,0,0
261,MANHATTAN,2016-01-04,40.7434239,"{u'type': u'Point', u'coordinates': [-73.9998484, 40.7434239]}",-73.9998484,0,0
262,MANHATTAN,2016-01-04,40.7428308,"{u'type': u'Point', u'coordinates': [-74.0076975, 40.7428308]}",-74.0076975,0,0
263,MANHATTAN,2016-01-04,40.7508292,"{u'type': u'Point', u'coordinates': [-74.001884, 40.7508292]}",-74.001884,0,0
264,MANHATTAN,2016-01-04,40.7422352,"{u'type': u'Point', u'coordinates': [-73.9932914, 40.7422352]}",-73.9932914,1,0
265,MANHATTAN,2016-01-04,40.7392682,"{u'type': u'Point', u'coordinates': [-73.995446, 40.7392682]}",-73.995446,0,0
266,MANHATTAN,2016-01-04,40.7440076,"{u'type': u'Point', u'coordinates': [-73.9856946, 40.7440076]}",-73.9856946,0,0
267,MANHATTAN,2016-01-04,40.7383125,"{u'type': u'Point', u'coordinates': [-73.9877418, 40.7383125]}",-73.9877418,0,0
268,MANHATTAN,2016-01-04,40.7415488,"{u'type': u'Point', u'coordinates': [-73.9895745, 40.7415488]}",-73.9895745,0,0
269,MANHATTAN,2016-01-04,40.7383125,"{u'type': u'Point', u'coordinates': [-73.9877418, 40.7383125]}",-73.9877418,0,0
270,MANHATTAN,2016-01-04,40.7416432,"{u'type': u'Point', u'coordinates': [-73.9781673, 40.7416432]}",-73.9781673,0,0
271,MANHATTAN,2016-01-04,40.7503184,"{u'type': u'Point', u'coordinates': [-73.9911106, 40.7503184]}",-73.9911106,0,0
272,MANHATTAN,2016-01-04,40.7548409,"{u'type': u'Point', u'coordinates': [-73.9841185, 40.7548409]}",-73.9841185,0,0
273,MANHATTAN,2016-01-04,40.7477648,"{u'type': u'Point', u'coordinates': [-73.9829581, 40.7477648]}",-73.9829581,0,0
274,MANHATTAN,2016-01-04,40.759308,"{u'type': u'Point', u'coordinates': [-73.9652931, 40.759308]}",-73.9652931,0,0
275,MANHATTAN,2016-01-04,40.7504936,"{u'type': u'Point', u'coordinates': [-73.9717112, 40.7504936]}",-73.9717112,0,0
276,MANHATTAN,2016-01-04,40.7548762,"{u'type': u'Point', u'coordinates': [-73.9685222, 40.7548762]}",-73.9685222,1,0
277,MANHATTAN,2016-01-04,40.7472966,"{u'type': u'Point', u'coordinates': [-73.974044, 40.7472966]}",-73.974044,0,0
278,MANHATTAN,2016-01-04,40.7551305,"{u'type': u'Point', u'coordinates': [-73.9652411, 40.7551305]}",-73.9652411,1,0
279,MANHATTAN,2016-01-04,40.7478815,"{u'type': u'Point', u'coordinates': [-73.9754224, 40.7478815]}",-73.9754224,0,0
280,MANHATTAN,2016-01-04,40.7490533,"{u'type': u'Point', u'coordinates': [-73.9957485, 40.7490533]}",-73.9957485,1,0
281,MANHATTAN,2016-01-04,40.7358779,"{u'type': u'Point', u'coordinates': [-73.9873887, 40.7358779]}",-73.9873887,0,0
282,MANHATTAN,2016-01-04,40.7608574,"{u'type': u'Point', u'coordinates': [-73.9610689, 40.7608574]}",-73.9610689,0,0
283,MANHATTAN,2016-01-04,40.773734,"{u'type': u'Point', u'coordinates': [-73.9640111, 40.773734]}",-73.9640111,0,0
284,MANHATTAN,2016-01-04,40.7684858,"{u'type': u'Point', u'coordinates': [-73.9555012, 40.7684858]}",-73.9555012,0,0
285,MANHATTAN,2016-01-04,40.7636578,"{u'type': u'Point', u'coordinates': [-73.9734636, 40.7636578]}",-73.9734636,0,0
286,MANHATTAN,2016-01-04,40.7707422,"{u'type': u'Point', u'coordinates': [-73.9945485, 40.7707422]}",-73.9945485,2,0
287,MANHATTAN,2016-01-04,40.7635887,"{u'type': u'Point', u'coordinates': [-73.9714096, 40.7635887]}",-73.9714096,0,0
288,MANHATTAN,2016-01-04,40.7768682,"{u'type': u'Point', u'coordinates': [-73.9554089, 40.7768682]}",-73.9554089,0,0
289,MANHATTAN,2016-01-04,40.7759287,"{u'type': u'Point', u'coordinates': [-73.9471233, 40.7759287]}",-73.9471233,0,0
290,MANHATTAN,2016-01-04,40.7769576,"{u'type': u'Point', u'coordinates': [-73.9595466, 40.7769576]}",-73.9595466,0,0
291,MANHATTAN,2016-01-04,40.784616,"{u'type': u'Point', u'coordinates': [-73.9539593, 40.784616]}",-73.9539593,0,0
292,MANHATTAN,2016-01-04,40.8686869,"{u'type': u'Point', u'coordinates': [-73.9234324, 40.8686869]}",-73.9234324,0,0
293,MANHATTAN,2016-01-04,40.7655459,"{u'type': u'Point', u'coordinates': [-73.9547017, 40.7655459]}",-73.9547017,3,0
294,MANHATTAN,2016-01-04,40.7673928,"{u'type': u'Point', u'coordinates': [-73.9707293, 40.7673928]}",-73.9707293,0,0
295,MANHATTAN,2016-01-04,40.7865477,"{u'type': u'Point', u'coordinates': [-73.9525532, 40.7865477]}",-73.9525532,0,0
296,MANHATTAN,2016-01-04,40.7728663,"{u'type': u'Point', u'coordinates': [-73.9895407, 40.7728663]}",-73.9895407,0,0
297,MANHATTAN,2016-01-04,40.7742266,"{u'type': u'Point', u'coordinates': [-73.9811136, 40.7742266]}",-73.9811136,0,0
298,MANHATTAN,2016-01-04,40.7730328,"{u'type': u'Point', u'coordinates': [-73.9821971, 40.7730328]}",-73.9821971,0,0
299,MANHATTAN,2016-01-04,40.7954563,"{u'type': u'Point', u'coordinates': [-73.9656282, 40.7954563]}",-73.9656282,0,0
300,MANHATTAN,2016-01-04,40.7940523,"{u'type': u'Point', u'coordinates': [-73.9703673, 40.7940523]}",-73.9703673,0,0
301,MANHATTAN,2016-01-04,40.7953261,"{u'type': u'Point', u'coordinates': [-73.9712877, 40.7953261]}",-73.9712877,0,0
302,MANHATTAN,2016-01-04,40.7939814,"{u'type': u'Point', u'coordinates': [-73.9722814, 40.7939814]}",-73.9722814,0,0
303,MANHATTAN,2016-01-04,40.794651,"{u'type': u'Point', u'coordinates': [-73.9717827, 40.794651]}",-73.9717827,1,0
304,MANHATTAN,2016-01-04,40.7959897,"{u'type': u'Point', u'coordinates': [-73.9689542, 40.7959897]}",-73.9689542,0,0
305,MANHATTAN,2016-01-04,40.8481201,"{u'type': u'Point', u'coordinates': [-73.9308839, 40.8481201]}",-73.9308839,0,0
306,MANHATTAN,2016-01-04,40.7778604,"{u'type': u'Point', u'coordinates': [-73.9457136, 40.7778604]}",-73.9457136,0,0
307,MANHATTAN,2016-01-04,40.8038293,"{u'type': u'Point', u'coordinates': [-73.942102, 40.8038293]}",-73.942102,0,0
308,MANHATTAN,2016-01-04,40.8063912,"{u'type': u'Point', u'coordinates': [-73.9443032, 40.8063912]}",-73.9443032,0,0
309,MANHATTAN,2016-01-04,40.802699,"{u'type': u'Point', u'coordinates': [-73.9491862, 40.802699]}",-73.9491862,0,0
310,MANHATTAN,2016-01-04,40.8069826,"{u'type': u'Point', u'coordinates': [-73.9534995, 40.8069826]}",-73.9534995,0,0
311,MANHATTAN,2016-01-04,40.8254299,"{u'type': u'Point', u'coordinates': [-73.9363056, 40.8254299]}",-73.9363056,0,0
312,MANHATTAN,2016-01-05,40.7228188,"{u'type': u'Point', u'coordinates': [-73.9930913, 40.7228188]}",-73.9930913,0,0
313,MANHATTAN,2016-01-05,40.7182736,"{u'type': u'Point', u'coordinates': [-74.0053246, 40.7182736]}",-74.0053246,0,0
314,MANHATTAN,2016-01-05,40.7193963,"{u'type': u'Point', u'coordinates': [-74.0018831, 40.7193963]}",-74.0018831,0,0
315,MANHATTAN,2016-01-05,40.7204338,"{u'type': u'Point', u'coordinates': [-73.9998665, 40.7204338]}",-73.9998665,0,0
316,MANHATTAN,2016-01-05,40.7167087,"{u'type': u'Point', u'coordinates': [-73.9891563, 40.7167087]}",-73.9891563,1,0
317,MANHATTAN,2016-01-05,40.7177239,"{u'type': u'Point', u'coordinates': [-73.9857652, 40.7177239]}",-73.9857652,0,0
318,MANHATTAN,2016-01-05,40.7100939,"{u'type': u'Point', u'coordinates': [-73.9897886, 40.7100939]}",-73.9897886,0,0
319,MANHATTAN,2016-01-05,40.7204773,"{u'type': u'Point', u'coordinates': [-73.9897185, 40.7204773]}",-73.9897185,0,0
320,MANHATTAN,2016-01-05,40.727095,"{u'type': u'Point', u'coordinates': [-73.9915539, 40.727095]}",-73.9915539,0,0
321,MANHATTAN,2016-01-05,40.7300319,"{u'type': u'Point', u'coordinates': [-73.9910808, 40.7300319]}",-73.9910808,0,0
322,MANHATTAN,2016-01-05,40.7206733,"{u'type': u'Point', u'coordinates': [-73.9782319, 40.7206733]}",-73.9782319,0,0
323,MANHATTAN,2016-01-05,40.7396742,"{u'type': u'Point', u'coordinates': [-73.990946, 40.7396742]}",-73.990946,0,0
324,MANHATTAN,2016-01-05,40.7421414,"{u'type': u'Point', u'coordinates': [-73.9870555, 40.7421414]}",-73.9870555,0,0
325,MANHATTAN,2016-01-05,40.7517013,"{u'type': u'Point', u'coordinates': [-73.9864003, 40.7517013]}",-73.9864003,0,0
326,MANHATTAN,2016-01-05,40.7547481,"{u'type': u'Point', u'coordinates': [-73.9878904, 40.7547481]}",-73.9878904,0,0
327,MANHATTAN,2016-01-05,40.7584292,"{u'type': u'Point', u'coordinates': [-73.9926328, 40.7584292]}",-73.9926328,0,0
328,MANHATTAN,2016-01-05,40.7501572,"{u'type': u'Point', u'coordinates': [-73.9769843, 40.7501572]}",-73.9769843,0,0
329,MANHATTAN,2016-01-05,40.749824,"{u'type': u'Point', u'coordinates': [-73.9722023, 40.749824]}",-73.9722023,0,0
330,MANHATTAN,2016-01-05,40.7463024,"{u'type': u'Point', u'coordinates': [-73.9716588, 40.7463024]}",-73.9716588,0,0
331,MANHATTAN,2016-01-05,40.7615508,"{u'type': u'Point', u'coordinates': [-73.9665842, 40.7615508]}",-73.9665842,0,0
332,MANHATTAN,2016-01-05,40.7602226,"{u'type': u'Point', u'coordinates': [-73.967462, 40.7602226]}",-73.967462,0,0
333,MANHATTAN,2016-01-05,40.7440912,"{u'type': u'Point', u'coordinates': [-73.9763477, 40.7440912]}",-73.9763477,0,0
334,MANHATTAN,2016-01-05,40.7610362,"{u'type': u'Point', u'coordinates': [-73.9870157, 40.7610362]}",-73.9870157,0,0
335,MANHATTAN,2016-01-05,40.7660449,"{u'type': u'Point', u'coordinates': [-73.983365, 40.7660449]}",-73.983365,0,0
336,MANHATTAN,2016-01-05,40.7629162,"{u'type': u'Point', u'coordinates': [-73.9856472, 40.7629162]}",-73.9856472,0,0
337,MANHATTAN,2016-01-05,40.7858664,"{u'type': u'Point', u'coordinates': [-73.9509287, 40.7858664]}",-73.9509287,0,0
338,MANHATTAN,2016-01-05,40.7635887,"{u'type': u'Point', u'coordinates': [-73.9714096, 40.7635887]}",-73.9714096,0,0
339,MANHATTAN,2016-01-05,40.7820551,"{u'type': u'Point', u'coordinates': [-73.9537191, 40.7820551]}",-73.9537191,1,0
340,MANHATTAN,2016-01-05,40.7605353,"{u'type': u'Point', u'coordinates': [-73.9583509, 40.7605353]}",-73.9583509,0,0
341,MANHATTAN,2016-01-05,40.7851932,"{u'type': u'Point', u'coordinates': [-73.9493331, 40.7851932]}",-73.9493331,0,0
342,MANHATTAN,2016-01-05,40.7665589,"{u'type': u'Point', u'coordinates': [-73.9629283, 40.7665589]}",-73.9629283,1,0
343,MANHATTAN,2016-01-05,40.7733413,"{u'type': u'Point', u'coordinates': [-73.94901, 40.7733413]}",-73.94901,0,0
344,MANHATTAN,2016-01-05,40.7833091,"{u'type': u'Point', u'coordinates': [-73.9528011, 40.7833091]}",-73.9528011,0,0
345,MANHATTAN,2016-01-05,40.7794977,"{u'type': u'Point', u'coordinates': [-73.9555841, 40.7794977]}",-73.9555841,0,0
346,MANHATTAN,2016-01-05,40.7858664,"{u'type': u'Point', u'coordinates': [-73.9509287, 40.7858664]}",-73.9509287,0,0
347,MANHATTAN,2016-01-05,40.8003293,"{u'type': u'Point', u'coordinates': [-73.9695048, 40.8003293]}",-73.9695048,0,0
348,MANHATTAN,2016-01-05,40.7859687,"{u'type': u'Point', u'coordinates': [-73.9688434, 40.7859687]}",-73.9688434,0,0
349,MANHATTAN,2016-01-05,40.7896149,"{u'type': u'Point', u'coordinates': [-73.9736086, 40.7896149]}",-73.9736086,0,0
350,MANHATTAN,2016-01-05,40.8175484,"{u'type': u'Point', u'coordinates': [-73.9569352, 40.8175484]}",-73.9569352,0,0
351,MANHATTAN,2016-01-05,40.800664,"{u'type': u'Point', u'coordinates': [-73.9464607, 40.800664]}",-73.9464607,1,0
352,MANHATTAN,2016-01-05,40.8031164,"{u'type': u'Point', u'coordinates': [-73.9563196, 40.8031164]}",-73.9563196,0,0
353,MANHATTAN,2016-01-05,40.8096398,"{u'type': u'Point', u'coordinates': [-73.9478407, 40.8096398]}",-73.9478407,0,0
354,MANHATTAN,2016-01-05,40.8259478,"{u'type': u'Point', u'coordinates': [-73.9452769, 40.8259478]}",-73.9452769,0,0
355,MANHATTAN,2016-01-05,40.8188024,"{u'type': u'Point', u'coordinates': [-73.9560203, 40.8188024]}",-73.9560203,0,0
356,MANHATTAN,2016-01-05,40.8238869,"{u'type': u'Point', u'coordinates': [-73.9523062, 40.8238869]}",-73.9523062,1,0
357,MANHATTAN,2016-01-05,40.8254299,"{u'type': u'Point', u'coordinates': [-73.9363056, 40.8254299]}",-73.9363056,0,0
358,MANHATTAN,2016-01-05,40.8228364,"{u'type': u'Point', u'coordinates': [-73.9419157, 40.8228364]}",-73.9419157,0,0
359,MANHATTAN,2016-01-05,40.8434353,"{u'type': u'Point', u'coordinates': [-73.9416338, 40.8434353]}",-73.9416338,0,0
360,MANHATTAN,2016-01-05,40.8455412,"{u'type': u'Point', u'coordinates': [-73.9327696, 40.8455412]}",-73.9327696,1,0
361,MANHATTAN,2016-01-05,40.8410766,"{u'type': u'Point', u'coordinates': [-73.9397674, 40.8410766]}",-73.9397674,0,0
362,MANHATTAN,2016-01-05,40.8644625,"{u'type': u'Point', u'coordinates': [-73.9189434, 40.8644625]}",-73.9189434,0,0
363,MANHATTAN,2016-01-05,40.8644625,"{u'type': u'Point', u'coordinates': [-73.9189434, 40.8644625]}",-73.9189434,0,0
364,MANHATTAN,2016-01-05,40.7081334,"{u'type': u'Point', u'coordinates': [-74.0166242, 40.7081334]}",-74.0166242,0,0
365,MANHATTAN,2016-01-05,40.7199532,"{u'type': u'Point', u'coordinates': [-74.0085823, 40.7199532]}",-74.0085823,0,0
366,MANHATTAN,2016-01-05,40.7332131,"{u'type': u'Point', u'coordinates': [-73.9911129, 40.7332131]}",-73.9911129,2,0
367,MANHATTAN,2016-01-05,40.758981,"{u'type': u'Point', u'coordinates': [-73.9959428, 40.758981]}",-73.9959428,0,0
368,MANHATTAN,2016-01-05,40.7440332,"{u'type': u'Point', u'coordinates': [-74.003118, 40.7440332]}",-74.003118,0,0
369,MANHATTAN,2016-01-05,40.7546882,"{u'type': u'Point', u'coordinates': [-73.9953547, 40.7546882]}",-73.9953547,0,0
370,MANHATTAN,2016-01-05,40.7458144,"{u'type': u'Point', u'coordinates': [-74.0055325, 40.7458144]}",-74.0055325,0,0
371,MANHATTAN,2016-01-05,40.7428393,"{u'type': u'Point', u'coordinates': [-74.0002743, 40.7428393]}",-74.0002743,1,0
372,MANHATTAN,2016-01-05,40.7415488,"{u'type': u'Point', u'coordinates': [-73.9895745, 40.7415488]}",-73.9895745,0,0
373,MANHATTAN,2016-01-05,40.7434507,"{u'type': u'Point', u'coordinates': [-73.988192, 40.7434507]}",-73.988192,0,0
374,MANHATTAN,2016-01-05,40.7366018,"{u'type': u'Point', u'coordinates': [-73.9818424, 40.7366018]}",-73.9818424,0,0
375,MANHATTAN,2016-01-05,40.7375463,"{u'type': u'Point', u'coordinates': [-73.984083, 40.7375463]}",-73.984083,0,0
376,MANHATTAN,2016-01-05,40.7528955,"{u'type': u'Point', u'coordinates': [-73.9892442, 40.7528955]}",-73.9892442,0,0
377,MANHATTAN,2016-01-05,40.7565272,"{u'type': u'Point', u'coordinates': [-73.994019, 40.7565272]}",-73.994019,0,0
378,MANHATTAN,2016-01-05,40.7495397,"{u'type': u'Point', u'coordinates': [-73.9774357, 40.7495397]}",-73.9774357,0,0
379,MANHATTAN,2016-01-05,40.7495397,"{u'type': u'Point', u'coordinates': [-73.9774357, 40.7495397]}",-73.9774357,0,0
380,MANHATTAN,2016-01-05,40.7563818,"{u'type': u'Point', u'coordinates': [-73.9643237, 40.7563818]}",-73.9643237,0,0
381,MANHATTAN,2016-01-05,40.7591654,"{u'type': u'Point', u'coordinates': [-73.976743, 40.7591654]}",-73.976743,0,0
382,MANHATTAN,2016-01-05,40.7655301,"{u'type': u'Point', u'coordinates': [-73.9976715, 40.7655301]}",-73.9976715,0,0
383,MANHATTAN,2016-01-05,40.7573878,"{u'type': u'Point', u'coordinates': [-73.9822554, 40.7573878]}",-73.9822554,0,0
384,MANHATTAN,2016-01-05,40.7630248,"{u'type': u'Point', u'coordinates': [-73.9781387, 40.7630248]}",-73.9781387,0,0
385,MANHATTAN,2016-01-05,40.7742834,"{u'type': u'Point', u'coordinates': [-73.9572953, 40.7742834]}",-73.9572953,0,0
386,MANHATTAN,2016-01-05,40.7662396,"{u'type': u'Point', u'coordinates': [-73.9602318, 40.7662396]}",-73.9602318,0,0
