,borough,date,latitude,location,longitude,number_of_persons_injured,number_of_persons_killed
4287,MANHATTAN,2016-02-11,40.8657971,"{u'type': u'Point', u'coordinates': [-73.9199975, 40.8657971]}",-73.9199975,0,0
4288,MANHATTAN,2016-02-11,40.8582733,"{u'type': u'Point', u'coordinates': [-73.9318168, 40.8582733]}",-73.9318168,0,0
4289,MANHATTAN,2016-02-11,40.8677935,"{u'type': u'Point', u'coordinates': [-73.9299884, 40.8677935]}",-73.9299884,0,0
4290,MANHATTAN,2016-02-11,40.8481201,"{u'type': u'Point', u'coordinates': [-73.9308839, 40.8481201]}",-73.9308839,0,0
4291,MANHATTAN,2016-02-11,40.8175484,"{u'type': u'Point', u'coordinates': [-73.9569352, 40.8175484]}",-73.9569352,0,0
4292,MANHATTAN,2016-02-11,40.8142999,"{u'type': u'Point', u'coordinates': [-73.9530753, 40.8142999]}",-73.9530753,0,0
4293,MANHATTAN,2016-02-11,40.7933502,"{u'type': u'Point', u'coordinates': [-73.9727331, 40.7933502]}",-73.9727331,0,0
4294,MANHATTAN,2016-02-11,40.8016355,"{u'type': u'Point', u'coordinates': [-73.9685832, 40.8016355]}",-73.9685832,0,0
4295,MANHATTAN,2016-02-11,40.7861742,"{u'type': u'Point', u'coordinates': [-73.945696, 40.7861742]}",-73.945696,0,0
4296,MANHATTAN,2016-02-11,40.7889493,"{u'type': u'Point', u'coordinates': [-73.9405585, 40.7889493]}",-73.9405585,1,0
4297,MANHATTAN,2016-02-11,40.7880564,"{u'type': u'Point', u'coordinates': [-73.9443222, 40.7880564]}",-73.9443222,0,0
4298,MANHATTAN,2016-02-11,40.7890547,"{u'type': u'Point', u'coordinates': [-73.9486043, 40.7890547]}",-73.9486043,2,0
4299,MANHATTAN,2016-02-11,40.7892055,"{u'type': u'Point', u'coordinates': [-73.9548156, 40.7892055]}",-73.9548156,0,0
4300,MANHATTAN,2016-02-11,40.7850271,"{u'type': u'Point', u'coordinates': [-73.9806664, 40.7850271]}",-73.9806664,1,0
4301,MANHATTAN,2016-02-11,40.7730328,"{u'type': u'Point', u'coordinates': [-73.9821971, 40.7730328]}",-73.9821971,0,0
4302,MANHATTAN,2016-02-11,40.7699063,"{u'type': u'Point', u'coordinates': [-73.9805625, 40.7699063]}",-73.9805625,0,0
4303,MANHATTAN,2016-02-11,40.7761065,"{u'type': u'Point', u'coordinates': [-73.9797447, 40.7761065]}",-73.9797447,0,0
4304,MANHATTAN,2016-02-11,40.768024,"{u'type': u'Point', u'coordinates': [-73.9702814, 40.768024]}",-73.9702814,0,0
4305,MANHATTAN,2016-02-11,40.773642,"{u'type': u'Point', u'coordinates': [-73.9598555, 40.773642]}",-73.9598555,0,0
4306,MANHATTAN,2016-02-11,40.7750017,"{u'type': u'Point', u'coordinates': [-73.9630861, 40.7750017]}",-73.9630861,0,0
4307,MANHATTAN,2016-02-11,40.7770056,"{u'type': u'Point', u'coordinates': [-73.9637277, 40.7770056]}",-73.9637277,0,0
4308,MANHATTAN,2016-02-11,40.764627,"{u'type': u'Point', u'coordinates': [-73.9955453, 40.764627]}",-73.9955453,0,0
4309,MANHATTAN,2016-02-11,40.7636554,"{u'type': u'Point', u'coordinates': [-73.999047, 40.7636554]}",-73.999047,0,0
4310,MANHATTAN,2016-02-11,40.7553005,"{u'type': u'Point', u'coordinates': [-73.9753439, 40.7553005]}",-73.9753439,0,0
4311,MANHATTAN,2016-02-11,40.7665617,"{u'type': u'Point', u'coordinates': [-73.9904225, 40.7665617]}",-73.9904225,0,0
4312,MANHATTAN,2016-02-11,40.7622874,"{u'type': u'Point', u'coordinates': [-73.9702587, 40.7622874]}",-73.9702587,0,0
4313,MANHATTAN,2016-02-11,40.7580218,"{u'type': u'Point', u'coordinates': [-73.9817932, 40.7580218]}",-73.9817932,0,0
4314,MANHATTAN,2016-02-11,40.7554056,"{u'type': u'Point', u'coordinates': [-73.9794839, 40.7554056]}",-73.9794839,0,0
4315,MANHATTAN,2016-02-11,40.7503422,"{u'type': u'Point', u'coordinates': [-73.983174, 40.7503422]}",-73.983174,0,0
4316,MANHATTAN,2016-02-11,40.7558074,"{u'type': u'Point', u'coordinates': [-73.9864031, 40.7558074]}",-73.9864031,0,0
4317,MANHATTAN,2016-02-11,40.7514416,"{u'type': u'Point', u'coordinates': [-73.9760491, 40.7514416]}",-73.9760491,0,0
4318,MANHATTAN,2016-02-11,40.7459208,"{u'type': u'Point', u'coordinates': [-73.9863943, 40.7459208]}",-73.9863943,0,0
4319,MANHATTAN,2016-02-11,40.7522807,"{u'type': u'Point', u'coordinates': [-73.9896919, 40.7522807]}",-73.9896919,0,0
4320,MANHATTAN,2016-02-11,40.7573389,"{u'type': u'Point', u'coordinates': [-73.986013, 40.7573389]}",-73.986013,0,0
4321,MANHATTAN,2016-02-11,40.7408734,"{u'type': u'Point', u'coordinates': [-73.9879831, 40.7408734]}",-73.9879831,0,0
4322,MANHATTAN,2016-02-11,40.758981,"{u'type': u'Point', u'coordinates': [-73.9959428, 40.758981]}",-73.9959428,0,0
4323,MANHATTAN,2016-02-11,40.7520589,"{u'type': u'Point', u'coordinates': [-74.0009817, 40.7520589]}",-74.0009817,0,0
4324,MANHATTAN,2016-02-11,40.7447026,"{u'type': u'Point', u'coordinates': [-74.0083473, 40.7447026]}",-74.0083473,0,0
4325,MANHATTAN,2016-02-11,40.7483561,"{u'type': u'Point', u'coordinates': [-74.0036885, 40.7483561]}",-74.0036885,0,0
4326,MANHATTAN,2016-02-11,40.7293696,"{u'type': u'Point', u'coordinates': [-73.9839983, 40.7293696]}",-73.9839983,0,0
4327,MANHATTAN,2016-02-11,40.7236497,"{u'type': u'Point', u'coordinates': [-73.9852841, 40.7236497]}",-73.9852841,0,0
4328,MANHATTAN,2016-02-11,40.7256458,"{u'type': u'Point', u'coordinates': [-73.9920628, 40.7256458]}",-73.9920628,0,0
4329,MANHATTAN,2016-02-11,40.7300064,"{u'type': u'Point', u'coordinates': [-73.9835363, 40.7300064]}",-73.9835363,1,0
4330,MANHATTAN,2016-02-11,40.7274022,"{u'type': u'Point', u'coordinates': [-73.9885376, 40.7274022]}",-73.9885376,0,0
4331,MANHATTAN,2016-02-11,40.7339649,"{u'type': u'Point', u'coordinates': [-73.9887782, 40.7339649]}",-73.9887782,0,0
4332,MANHATTAN,2016-02-11,40.7123092,"{u'type': u'Point', u'coordinates': [-73.9943621, 40.7123092]}",-73.9943621,0,0
4333,MANHATTAN,2016-02-11,40.7165417,"{u'type': u'Point', u'coordinates': [-73.9969843, 40.7165417]}",-73.9969843,0,0
4334,MANHATTAN,2016-02-11,40.7164784,"{u'type': u'Point', u'coordinates': [-73.9928214, 40.7164784]}",-73.9928214,1,0
4335,MANHATTAN,2016-02-11,40.7244328,"{u'type': u'Point', u'coordinates': [-73.9934591, 40.7244328]}",-73.9934591,0,0
4336,MANHATTAN,2016-02-11,40.7192972,"{u'type': u'Point', u'coordinates': [-74.0086977, 40.7192972]}",-74.0086977,0,0
4337,MANHATTAN,2016-02-11,40.8447888,"{u'type': u'Point', u'coordinates': [-73.9370425, 40.8447888]}",-73.9370425,0,0
4338,MANHATTAN,2016-02-11,40.8446865,"{u'type': u'Point', u'coordinates': [-73.9407942, 40.8446865]}",-73.9407942,0,0
4339,MANHATTAN,2016-02-11,40.8384262,"{u'type': u'Point', u'coordinates': [-73.9416888, 40.8384262]}",-73.9416888,0,0
4340,MANHATTAN,2016-02-11,40.8158288,"{u'type': u'Point', u'coordinates': [-73.9470338, 40.8158288]}",-73.9470338,0,0
4341,MANHATTAN,2016-02-11,40.8185353,"{u'type': u'Point', u'coordinates': [-73.9473496, 40.8185353]}",-73.9473496,0,0
4342,MANHATTAN,2016-02-11,40.8103186,"{u'type': u'Point', u'coordinates': [-73.9436244, 40.8103186]}",-73.9436244,0,0
4343,MANHATTAN,2016-02-11,40.8303834,"{u'type': u'Point', u'coordinates': [-73.940171, 40.8303834]}",-73.940171,0,0
4344,MANHATTAN,2016-02-11,40.8108433,"{u'type': u'Point', u'coordinates': [-73.9506791, 40.8108433]}",-73.9506791,0,0
4345,MANHATTAN,2016-02-11,40.8101738,"{u'type': u'Point', u'coordinates': [-73.9511673, 40.8101738]}",-73.9511673,0,0
4346,MANHATTAN,2016-02-11,40.8020241,"{u'type': u'Point', u'coordinates': [-73.9496815, 40.8020241]}",-73.9496815,0,0
4347,MANHATTAN,2016-02-11,40.8133899,"{u'type': u'Point', u'coordinates': [-73.9562587, 40.8133899]}",-73.9562587,0,0
4348,MANHATTAN,2016-02-11,40.8126915,"{u'type': u'Point', u'coordinates': [-73.9531271, 40.8126915]}",-73.9531271,0,0
4349,MANHATTAN,2016-02-11,40.8012354,"{u'type': u'Point', u'coordinates': [-73.9418153, 40.8012354]}",-73.9418153,1,0
4350,MANHATTAN,2016-02-11,40.8077127,"{u'type': u'Point', u'coordinates': [-73.9413184, 40.8077127]}",-73.9413184,0,0
4351,MANHATTAN,2016-02-11,40.7950523,"{u'type': u'Point', u'coordinates': [-73.9331565, 40.7950523]}",-73.9331565,0,0
4352,MANHATTAN,2016-02-11,40.8037541,"{u'type': u'Point', u'coordinates': [-73.9399818, 40.8037541]}",-73.9399818,0,0
4353,MANHATTAN,2016-02-11,40.8011399,"{u'type': u'Point', u'coordinates': [-73.937687, 40.8011399]}",-73.937687,1,0
4354,MANHATTAN,2016-02-11,40.7985626,"{u'type': u'Point', u'coordinates': [-73.963362, 40.7985626]}",-73.963362,0,0
4355,MANHATTAN,2016-02-11,40.802928,"{u'type': u'Point', u'coordinates': [-73.9675748, 40.802928]}",-73.9675748,0,0
4356,MANHATTAN,2016-02-11,40.8018007,"{u'type': u'Point', u'coordinates': [-73.9610774, 40.8018007]}",-73.9610774,0,0
4357,MANHATTAN,2016-02-11,40.7910851,"{u'type': u'Point', u'coordinates': [-73.9534384, 40.7910851]}",-73.9534384,0,0
4358,MANHATTAN,2016-02-11,40.7691197,"{u'type': u'Point', u'coordinates': [-73.9550386, 40.7691197]}",-73.9550386,0,0
4359,MANHATTAN,2016-02-11,40.7697955,"{u'type': u'Point', u'coordinates': [-73.9647822, 40.7697955]}",-73.9647822,0,0
4360,MANHATTAN,2016-02-11,40.774292,"{u'type': u'Point', u'coordinates': [-73.9512622, 40.774292]}",-73.9512622,0,0
4361,MANHATTAN,2016-02-11,40.7662862,"{u'type': u'Point', u'coordinates': [-73.9818487, 40.7662862]}",-73.9818487,0,0
4362,MANHATTAN,2016-02-11,40.7628071,"{u'type': u'Point', u'coordinates': [-73.9931557, 40.7628071]}",-73.9931557,0,0
4363,MANHATTAN,2016-02-11,40.7679171,"{u'type': u'Point', u'coordinates': [-73.9857147, 40.7679171]}",-73.9857147,0,0
4364,MANHATTAN,2016-02-11,40.7630248,"{u'type': u'Point', u'coordinates': [-73.9781387, 40.7630248]}",-73.9781387,0,0
4365,MANHATTAN,2016-02-11,40.76546,"{u'type': u'Point', u'coordinates': [-73.9819897, 40.76546]}",-73.9819897,0,0
4366,MANHATTAN,2016-02-11,40.7679171,"{u'type': u'Point', u'coordinates': [-73.9857147, 40.7679171]}",-73.9857147,0,0
4367,MANHATTAN,2016-02-11,40.7671875,"{u'type': u'Point', u'coordinates': [-73.9899639, 40.7671875]}",-73.9899639,0,0
4368,MANHATTAN,2016-02-11,40.7629631,"{u'type': u'Point', u'coordinates': [-73.9718684, 40.7629631]}",-73.9718684,0,0
4369,MANHATTAN,2016-02-11,40.7559788,"{u'type': u'Point', u'coordinates': [-73.9769607, 40.7559788]}",-73.9769607,0,0
4370,MANHATTAN,2016-02-11,40.7578587,"{u'type': u'Point', u'coordinates': [-73.975592, 40.7578587]}",-73.975592,0,0
4371,MANHATTAN,2016-02-11,40.7570075,"{u'type': u'Point', u'coordinates': [-73.9638721, 40.7570075]}",-73.9638721,0,0
4372,MANHATTAN,2016-02-11,40.7454414,"{u'type': u'Point', u'coordinates': [-73.9753944, 40.7454414]}",-73.9753944,1,0
4373,MANHATTAN,2016-02-11,40.7412749,"{u'type': u'Point', u'coordinates': [-73.9753418, 40.7412749]}",-73.9753418,0,0
4374,MANHATTAN,2016-02-11,40.749824,"{u'type': u'Point', u'coordinates': [-73.9722023, 40.749824]}",-73.9722023,1,0
4375,MANHATTAN,2016-02-11,40.7532425,"{u'type': u'Point', u'coordinates': [-73.9666173, 40.7532425]}",-73.9666173,0,0
4376,MANHATTAN,2016-02-11,40.7545696,"{u'type': u'Point', u'coordinates': [-73.971677, 40.7545696]}",-73.971677,0,0
4377,MANHATTAN,2016-02-11,40.7606005,"{u'type': u'Point', u'coordinates': [-73.9643142, 40.7606005]}",-73.9643142,0,0
4378,MANHATTAN,2016-02-11,40.7570751,"{u'type': u'Point', u'coordinates': [-73.9698495, 40.7570751]}",-73.9698495,1,0
4379,MANHATTAN,2016-02-11,40.7534818,"{u'type': u'Point', u'coordinates': [-73.9808885, 40.7534818]}",-73.9808885,0,0
4380,MANHATTAN,2016-02-11,40.7439442,"{u'type': u'Point', u'coordinates': [-73.9836267, 40.7439442]}",-73.9836267,0,0
4381,MANHATTAN,2016-02-11,40.7585332,"{u'type': u'Point', u'coordinates': [-73.9888427, 40.7585332]}",-73.9888427,0,0
4382,MANHATTAN,2016-02-11,40.7367906,"{u'type': u'Point', u'coordinates': [-73.9784973, 40.7367906]}",-73.9784973,0,0
4383,MANHATTAN,2016-02-11,40.7401675,"{u'type': u'Point', u'coordinates': [-73.9842592, 40.7401675]}",-73.9842592,0,0
4384,MANHATTAN,2016-02-11,40.7349628,"{u'type': u'Point', u'coordinates': [-73.9797897, 40.7349628]}",-73.9797897,0,0
4385,MANHATTAN,2016-02-11,40.7332119,"{u'type': u'Point', u'coordinates': [-73.9810567, 40.7332119]}",-73.9810567,0,0
4386,MANHATTAN,2016-02-11,40.7460392,"{u'type': u'Point', u'coordinates': [-73.9905157, 40.7460392]}",-73.9905157,1,0
4387,MANHATTAN,2016-02-11,40.7407905,"{u'type': u'Point', u'coordinates': [-73.9838116, 40.7407905]}",-73.9838116,1,0
4388,MANHATTAN,2016-02-11,40.7392436,"{u'type': u'Point', u'coordinates': [-73.9991845, 40.7392436]}",-73.9991845,0,0
4389,MANHATTAN,2016-02-11,40.7360199,"{u'type': u'Point', u'coordinates': [-73.9822683, 40.7360199]}",-73.9822683,0,0
4390,MANHATTAN,2016-02-11,40.733034,"{u'type': u'Point', u'coordinates': [-73.9844413, 40.733034]}",-73.9844413,0,0
4391,MANHATTAN,2016-02-11,40.7526874,"{u'type': u'Point', u'coordinates': [-74.000527, 40.7526874]}",-74.000527,0,0
4392,MANHATTAN,2016-02-11,40.7565272,"{u'type': u'Point', u'coordinates': [-73.994019, 40.7565272]}",-73.994019,0,0
4393,MANHATTAN,2016-02-11,40.7440085,"{u'type': u'Point', u'coordinates': [-73.9994226, 40.7440085]}",-73.9994226,0,0
4394,MANHATTAN,2016-02-11,40.7404705,"{u'type': u'Point', u'coordinates': [-73.9982859, 40.7404705]}",-73.9982859,0,0
4395,MANHATTAN,2016-02-11,40.7471458,"{u'type': u'Point', u'coordinates': [-74.0008481, 40.7471458]}",-74.0008481,1,0
4396,MANHATTAN,2016-02-11,40.7422847,"{u'type': u'Point', u'coordinates': [-74.0044171, 40.7422847]}",-74.0044171,0,0
4397,MANHATTAN,2016-02-11,40.7571064,"{u'type': u'Point', u'coordinates': [-73.9973001, 40.7571064]}",-73.9973001,0,0
4398,MANHATTAN,2016-02-11,40.7180039,"{u'type': u'Point', u'coordinates': [-73.986584, 40.7180039]}",-73.986584,0,0
4399,MANHATTAN,2016-02-11,40.7177239,"{u'type': u'Point', u'coordinates': [-73.9857652, 40.7177239]}",-73.9857652,1,0
4400,MANHATTAN,2016-02-11,40.7157948,"{u'type': u'Point', u'coordinates': [-73.9905597, 40.7157948]}",-73.9905597,0,0
4401,MANHATTAN,2016-02-11,40.7387549,"{u'type': u'Point', u'coordinates': [-74.0054958, 40.7387549]}",-74.0054958,0,0
4402,MANHATTAN,2016-02-11,40.7339213,"{u'type': u'Point', u'coordinates': [-73.9927942, 40.7339213]}",-73.9927942,0,0
4403,MANHATTAN,2016-02-11,40.7195802,"{u'type': u'Point', u'coordinates': [-73.9980556, 40.7195802]}",-73.9980556,0,0
4404,MANHATTAN,2016-02-11,40.7226626,"{u'type': u'Point', u'coordinates': [-73.9979797, 40.7226626]}",-73.9979797,0,0
4405,MANHATTAN,2016-02-11,40.7244328,"{u'type': u'Point', u'coordinates': [-73.9934591, 40.7244328]}",-73.9934591,0,0
4406,MANHATTAN,2016-02-11,40.7076949,"{u'type': u'Point', u'coordinates': [-74.0102002, 40.7076949]}",-74.0102002,0,0
4407,MANHATTAN,2016-02-11,40.7219679,"{u'type': u'Point', u'coordinates': [-74.0082326, 40.7219679]}",-74.0082326,0,1
4408,MANHATTAN,2016-02-11,40.7245509,"{u'type': u'Point', u'coordinates': [-74.0019338, 40.7245509]}",-74.0019338,0,0
4409,MANHATTAN,2016-02-11,40.7213532,"{u'type': u'Point', u'coordinates': [-74.0046358, 40.7213532]}",-74.0046358,0,0
4410,MANHATTAN,2016-02-12,40.7832478,"{u'type': u'Point', u'coordinates': [-73.9447234, 40.7832478]}",-73.9447234,0,0
4411,MANHATTAN,2016-02-12,40.7173813,"{u'type': u'Point', u'coordinates': [-73.9913026, 40.7173813]}",-73.9913026,0,0
4412,MANHATTAN,2016-02-12,40.8075979,"{u'type': u'Point', u'coordinates': [-73.9371788, 40.8075979]}",-73.9371788,0,0
4413,MANHATTAN,2016-02-12,40.8467257,"{u'type': u'Point', u'coordinates': [-73.9356202, 40.8467257]}",-73.9356202,0,0
4414,MANHATTAN,2016-02-12,40.7802816,"{u'type': u'Point', u'coordinates': [-73.9815199, 40.7802816]}",-73.9815199,1,0
4415,MANHATTAN,2016-02-12,40.7817499,"{u'type': u'Point', u'coordinates': [-73.9810645, 40.7817499]}",-73.9810645,0,0
4416,MANHATTAN,2016-02-12,40.7754866,"{u'type': u'Point', u'coordinates': [-73.9821639, 40.7754866]}",-73.9821639,0,0
4417,MANHATTAN,2016-02-12,40.7832418,"{u'type': u'Point', u'coordinates': [-73.9745391, 40.7832418]}",-73.9745391,0,0
4418,MANHATTAN,2016-02-12,40.7779733,"{u'type': u'Point', u'coordinates': [-73.982156, 40.7779733]}",-73.982156,0,0
4419,MANHATTAN,2016-02-12,40.7954368,"{u'type': u'Point', u'coordinates': [-73.9439476, 40.7954368]}",-73.9439476,3,0
4420,MANHATTAN,2016-02-12,40.79745,"{u'type': u'Point', u'coordinates': [-73.9467017, 40.79745]}",-73.9467017,1,0
4421,MANHATTAN,2016-02-12,40.7986267,"{u'type': u'Point', u'coordinates': [-73.9395205, 40.7986267]}",-73.9395205,0,0
4422,MANHATTAN,2016-02-12,40.7978667,"{u'type': u'Point', u'coordinates': [-73.9675809, 40.7978667]}",-73.9675809,2,0
4423,MANHATTAN,2016-02-12,40.8036997,"{u'type': u'Point', u'coordinates': [-73.9358171, 40.8036997]}",-73.9358171,0,0
4424,MANHATTAN,2016-02-12,40.7922458,"{u'type': u'Point', u'coordinates': [-73.9462797, 40.7922458]}",-73.9462797,0,0
4425,MANHATTAN,2016-02-12,40.7313217,"{u'type': u'Point', u'coordinates': [-73.9886127, 40.7313217]}",-73.9886127,1,0
4426,MANHATTAN,2016-02-12,40.7799246,"{u'type': u'Point', u'coordinates': [-73.9806751, 40.7799246]}",-73.9806751,0,0
4427,MANHATTAN,2016-02-12,40.7979178,"{u'type': u'Point', u'coordinates': [-73.9638463, 40.7979178]}",-73.9638463,1,0
4428,MANHATTAN,2016-02-12,40.751081,"{u'type': u'Point', u'coordinates': [-73.9868516, 40.751081]}",-73.9868516,1,0
4429,MANHATTAN,2016-02-12,40.8150979,"{u'type': u'Point', u'coordinates': [-73.9452714, 40.8150979]}",-73.9452714,0,0
4430,MANHATTAN,2016-02-12,40.7490226,"{u'type': u'Point', u'coordinates': [-73.9880394, 40.7490226]}",-73.9880394,0,0
4431,MANHATTAN,2016-02-12,40.8229324,"{u'type': u'Point', u'coordinates': [-73.9418325, 40.8229324]}",-73.9418325,0,0
4432,MANHATTAN,2016-02-12,40.8023965,"{u'type': u'Point', u'coordinates': [-73.9367683, 40.8023965]}",-73.9367683,0,0
4433,MANHATTAN,2016-02-12,40.8241314,"{u'type': u'Point', u'coordinates': [-73.9409715, 40.8241314]}",-73.9409715,0,0
4434,MANHATTAN,2016-02-12,40.7287686,"{u'type': u'Point', u'coordinates': [-73.9844314, 40.7287686]}",-73.9844314,1,0
4435,MANHATTAN,2016-02-12,40.7845155,"{u'type': u'Point', u'coordinates': [-73.9498247, 40.7845155]}",-73.9498247,1,0
4436,MANHATTAN,2016-02-12,40.8075979,"{u'type': u'Point', u'coordinates': [-73.9371788, 40.8075979]}",-73.9371788,0,0
4437,MANHATTAN,2016-02-12,40.8617723,"{u'type': u'Point', u'coordinates': [-73.9184694, 40.8617723]}",-73.9184694,0,0
4438,MANHATTAN,2016-02-12,40.8489388,"{u'type': u'Point', u'coordinates': [-73.9370711, 40.8489388]}",-73.9370711,0,0
4439,MANHATTAN,2016-02-12,40.8156907,"{u'type': u'Point', u'coordinates': [-73.9582947, 40.8156907]}",-73.9582947,0,0
4440,MANHATTAN,2016-02-12,40.7115699,"{u'type': u'Point', u'coordinates': [-74.0157846, 40.7115699]}",-74.0157846,0,0
4441,MANHATTAN,2016-02-12,40.7113923,"{u'type': u'Point', u'coordinates': [-74.0085993, 40.7113923]}",-74.0085993,0,0
4442,MANHATTAN,2016-02-12,40.7067235,"{u'type': u'Point', u'coordinates': [-74.0067808, 40.7067235]}",-74.0067808,0,0
4443,MANHATTAN,2016-02-12,40.7271556,"{u'type': u'Point', u'coordinates': [-74.0055454, 40.7271556]}",-74.0055454,0,0
4444,MANHATTAN,2016-02-12,40.7152372,"{u'type': u'Point', u'coordinates': [-74.0133794, 40.7152372]}",-74.0133794,0,0
4445,MANHATTAN,2016-02-12,40.7258408,"{u'type': u'Point', u'coordinates': [-74.0075584, 40.7258408]}",-74.0075584,1,0
4446,MANHATTAN,2016-02-12,40.7159981,"{u'type': u'Point', u'coordinates': [-74.0070956, 40.7159981]}",-74.0070956,0,0
4447,MANHATTAN,2016-02-12,40.7109059,"{u'type': u'Point', u'coordinates': [-74.014457, 40.7109059]}",-74.014457,0,0
4448,MANHATTAN,2016-02-12,40.7269334,"{u'type': u'Point', u'coordinates': [-73.999917, 40.7269334]}",-73.999917,0,0
4449,MANHATTAN,2016-02-12,40.7212518,"{u'type': u'Point', u'coordinates': [-74.0014466, 40.7212518]}",-74.0014466,0,0
4450,MANHATTAN,2016-02-12,40.7077575,"{u'type': u'Point', u'coordinates': [-74.015643, 40.7077575]}",-74.015643,0,0
4451,MANHATTAN,2016-02-12,40.7234503,"{u'type': u'Point', u'coordinates': [-74.0038278, 40.7234503]}",-74.0038278,0,0
4452,MANHATTAN,2016-02-12,40.8112042,"{u'type': u'Point', u'coordinates': [-73.9615705, 40.8112042]}",-73.9615705,1,0
4453,MANHATTAN,2016-02-12,40.7257771,"{u'type': u'Point', u'coordinates': [-73.9866041, 40.7257771]}",-73.9866041,0,0
4454,MANHATTAN,2016-02-12,40.7636578,"{u'type': u'Point', u'coordinates': [-73.9734636, 40.7636578]}",-73.9734636,0,0
4455,MANHATTAN,2016-02-12,40.7649043,"{u'type': u'Point', u'coordinates': [-73.9981373, 40.7649043]}",-73.9981373,0,0
4456,MANHATTAN,2016-02-12,40.7596199,"{u'type': u'Point', u'coordinates': [-73.9619648, 40.7596199]}",-73.9619648,0,0
4457,MANHATTAN,2016-02-12,40.7633655,"{u'type': u'Point', u'coordinates': [-73.9592408, 40.7633655]}",-73.9592408,0,0
4458,MANHATTAN,2016-02-12,40.7621793,"{u'type': u'Point', u'coordinates': [-73.9661291, 40.7621793]}",-73.9661291,0,0
4459,MANHATTAN,2016-02-12,40.7410799,"{u'type': u'Point', u'coordinates': [-74.0015553, 40.7410799]}",-74.0015553,0,0
4460,MANHATTAN,2016-02-12,40.7343387,"{u'type': u'Point', u'coordinates': [-74.0023923, 40.7343387]}",-74.0023923,0,0
4461,MANHATTAN,2016-02-12,40.7305919,"{u'type': u'Point', u'coordinates': [-73.9924085, 40.7305919]}",-73.9924085,0,0
4462,MANHATTAN,2016-02-12,40.7672346,"{u'type': u'Point', u'coordinates': [-73.9645308, 40.7672346]}",-73.9645308,0,0
4463,MANHATTAN,2016-02-12,40.71728,"{u'type': u'Point', u'coordinates': [-73.9954294, 40.71728]}",-73.9954294,0,0
4464,MANHATTAN,2016-02-12,40.7246935,"{u'type': u'Point', u'coordinates': [-73.9941806, 40.7246935]}",-73.9941806,0,0
4465,MANHATTAN,2016-02-12,40.7981287,"{u'type': u'Point', u'coordinates': [-73.948312, 40.7981287]}",-73.948312,4,0
4466,MANHATTAN,2016-02-12,40.7524109,"{u'type': u'Point', u'coordinates': [-73.9783479, 40.7524109]}",-73.9783479,0,0
4467,MANHATTAN,2016-02-12,40.7558237,"{u'type': u'Point', u'coordinates': [-73.9707596, 40.7558237]}",-73.9707596,0,0
4468,MANHATTAN,2016-02-12,40.7476292,"{u'type': u'Point', u'coordinates': [-73.9767362, 40.7476292]}",-73.9767362,0,0
4469,MANHATTAN,2016-02-12,40.7334357,"{u'type': u'Point', u'coordinates': [-73.9954897, 40.7334357]}",-73.9954897,0,0
4470,MANHATTAN,2016-02-12,40.728067,"{u'type': u'Point', u'coordinates': [-73.9989537, 40.728067]}",-73.9989537,1,0
4471,MANHATTAN,2016-02-12,40.7157948,"{u'type': u'Point', u'coordinates': [-73.9905597, 40.7157948]}",-73.9905597,0,0
4472,MANHATTAN,2016-02-12,40.7547827,"{u'type': u'Point', u'coordinates': [-73.9799352, 40.7547827]}",-73.9799352,0,0
4473,MANHATTAN,2016-02-12,40.7583082,"{u'type': u'Point', u'coordinates': [-73.9629257, 40.7583082]}",-73.9629257,0,0
4474,MANHATTAN,2016-02-12,40.7599125,"{u'type': u'Point', u'coordinates': [-73.9588098, 40.7599125]}",-73.9588098,0,0
4475,MANHATTAN,2016-02-12,40.7653103,"{u'type': u'Point', u'coordinates': [-73.9638424, 40.7653103]}",-73.9638424,0,0
4476,MANHATTAN,2016-02-12,40.7558237,"{u'type': u'Point', u'coordinates': [-73.9707596, 40.7558237]}",-73.9707596,0,0
4477,MANHATTAN,2016-02-12,40.7297989,"{u'type': u'Point', u'coordinates': [-73.9748013, 40.7297989]}",-73.9748013,0,0
4478,MANHATTAN,2016-02-12,40.768595,"{u'type': u'Point', u'coordinates': [-73.9852164, 40.768595]}",-73.9852164,1,0
4479,MANHATTAN,2016-02-12,40.7846103,"{u'type': u'Point', u'coordinates': [-73.9698334, 40.7846103]}",-73.9698334,0,0
4480,MANHATTAN,2016-02-12,40.8089051,"{u'type': u'Point', u'coordinates': [-73.9383371, 40.8089051]}",-73.9383371,0,0
4481,MANHATTAN,2016-02-12,40.7332923,"{u'type': u'Point', u'coordinates': [-73.9871799, 40.7332923]}",-73.9871799,0,0
4482,MANHATTAN,2016-02-12,40.7724189,"{u'type': u'Point', u'coordinates': [-73.9628637, 40.7724189]}",-73.9628637,0,0
4483,MANHATTAN,2016-02-12,40.8018007,"{u'type': u'Point', u'coordinates': [-73.9610774, 40.8018007]}",-73.9610774,0,0
4484,MANHATTAN,2016-02-12,40.7453835,"{u'type': u'Point', u'coordinates': [-73.9947093, 40.7453835]}",-73.9947093,1,0
4485,MANHATTAN,2016-02-12,40.7313511,"{u'type': u'Point', u'coordinates': [-73.9825546, 40.7313511]}",-73.9825546,1,0
4486,MANHATTAN,2016-02-12,40.784237,"{u'type': u'Point', u'coordinates': [-73.9470697, 40.784237]}",-73.9470697,0,0
