,borough,contributing_factor_vehicle_1,contributing_factor_vehicle_2,contributing_factor_vehicle_3,contributing_factor_vehicle_4,contributing_factor_vehicle_5,cross_street_name,date,latitude,location,longitude,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,number_of_persons_injured,number_of_persons_killed,off_street_name,on_street_name,time,unique_key,vehicle_type_code1,vehicle_type_code2,vehicle_type_code_3,vehicle_type_code_4,vehicle_type_code_5,zip_code
14,MANHATTAN,Turning Improperly,Unspecified,,,,524       WEST 42 STREET                ,2017-10-17,40.7602,"{u'type': u'Point', u'coordinates': [-73.996864, 40.7602]}",-73.996864,0,0,0,0,0,0,0,0,,,17:15,3772484,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,10036
15,MANHATTAN,Backing Unsafely,Unspecified,,,,1045      SAINT NICHOLAS AVENUE         ,2017-10-17,40.83634,"{u'type': u'Point', u'coordinates': [-73.94001, 40.83634]}",-73.94001,0,0,0,0,0,0,0,0,,,6:05,3772390,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10032
16,MANHATTAN,Unspecified,,,,,,2017-10-17,40.851616,"{u'type': u'Point', u'coordinates': [-73.93368, 40.851616]}",-73.93368,0,0,0,0,0,0,0,0,WADSWORTH AVENUE,WEST 184 STREET                 ,13:15,3772389,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10033
17,MANHATTAN,Turning Improperly,Unspecified,,,,,2017-10-17,40.865547,"{u'type': u'Point', u'coordinates': [-73.92728, 40.865547]}",-73.92728,0,0,2,0,0,0,2,0,DYCKMAN STREET,BROADWAY                        ,21:00,3772382,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,10034
18,MANHATTAN,Unspecified,,,,,39        MONROE STREET                 ,2017-10-17,40.71155,"{u'type': u'Point', u'coordinates': [-73.99482, 40.71155]}",-73.99482,0,0,0,0,0,0,0,0,,,10:30,3772350,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,,,10002
19,MANHATTAN,Unspecified,Unspecified,,,,,2017-10-17,40.720707,"{u'type': u'Point', u'coordinates': [-73.981316, 40.720707]}",-73.981316,0,0,0,0,0,0,0,0,PITT STREET,EAST HOUSTON STREET             ,18:45,3772340,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10002
20,MANHATTAN,Driver Inattention/Distraction,Unspecified,,,,,2017-10-17,40.762177,"{u'type': u'Point', u'coordinates': [-73.96613, 40.762177]}",-73.96613,0,0,0,0,0,0,0,0,3 AVENUE,EAST 60 STREET                  ,22:53,3772310,PASSENGER VEHICLE,TK,,,,10022
21,MANHATTAN,Other Vehicular,,,,,411       WEST 114 STREET               ,2017-10-17,40.80489,"{u'type': u'Point', u'coordinates': [-73.9605, 40.80489]}",-73.9605,0,0,0,0,0,0,0,0,,,11:12,3772189,PASSENGER VEHICLE,,,,,10025
22,MANHATTAN,Following Too Closely,Unspecified,,,,,2017-10-17,40.763657,"{u'type': u'Point', u'coordinates': [-73.97347, 40.763657]}",-73.97347,0,0,0,0,0,0,0,0,WEST 58 STREET,5 AVENUE                        ,13:30,3772175,TAXI,TAXI,,,,10019
23,MANHATTAN,Driver Inattention/Distraction,,,,,,2017-10-17,40.728603,"{u'type': u'Point', u'coordinates': [-74.005325, 40.728603]}",-74.005325,0,0,0,0,1,0,1,0,VARICK STREET,WEST HOUSTON STREET             ,15:20,3772121,PASSENGER VEHICLE,,,,,10014
24,MANHATTAN,Driver Inattention/Distraction,Unspecified,,,,,2017-10-17,40.735203,"{u'type': u'Point', u'coordinates': [-73.9917, 40.735203]}",-73.9917,0,0,0,0,0,0,0,0,EAST 14 STREET,UNION SQUARE WEST               ,20:31,3772118,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10003
25,MANHATTAN,Unspecified,,,,,375       1 AVENUE                      ,2017-10-17,40.736088,"{u'type': u'Point', u'coordinates': [-73.97906, 40.736088]}",-73.97906,0,0,0,0,0,0,0,0,,,7:35,3772117,PASSENGER VEHICLE,,,,,10010
26,MANHATTAN,Driver Inexperience,,,,,,2017-10-17,,,,0,0,0,0,1,0,1,0,west 106 street,columbus avenue                 ,12:20,3771582,PICK-UP TRUCK,,,,,10025
27,MANHATTAN,Unspecified,Unspecified,,,,1535      BROADWAY                      ,2017-10-17,40.75802,"{u'type': u'Point', u'coordinates': [-73.98574, 40.75802]}",-73.98574,1,0,0,0,0,0,1,0,,,19:30,3771569,BICYCLE,PASSENGER VEHICLE,,,,10036
28,MANHATTAN,Driver Inexperience,Passing or Lane Usage Improper,,,,856       9 AVENUE                      ,2017-10-17,40.76701,"{u'type': u'Point', u'coordinates': [-73.98637, 40.76701]}",-73.98637,1,0,0,0,0,0,1,0,,,17:55,3771562,BICYCLE,TAXI,,,,10019
29,MANHATTAN,Other Vehicular,Following Too Closely,,,,,2017-10-17,40.755928,"{u'type': u'Point', u'coordinates': [-73.97491, 40.755928]}",-73.97491,0,0,0,0,0,0,0,0,EAST 48 STREET,PARK AVENUE                     ,15:15,3771561,TAXI,SPORT UTILITY / STATION WAGON,,,,10172
30,MANHATTAN,Oversized Vehicle,Unspecified,,,,651       WEST 168 STREET               ,2017-10-17,40.84163,"{u'type': u'Point', u'coordinates': [-73.94104, 40.84163]}",-73.94104,0,0,0,0,0,0,0,0,,,15:30,3771549,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,10032
31,MANHATTAN,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,,2017-10-17,40.763363,"{u'type': u'Point', u'coordinates': [-73.95925, 40.763363]}",-73.95925,0,0,0,0,0,0,0,0,EAST 65 STREET,1 AVENUE                        ,20:40,3771544,PASSENGER VEHICLE,TAXI,,,,10065
32,MANHATTAN,Driver Inexperience,Unspecified,,,,,2017-10-17,40.76311,"{u'type': u'Point', u'coordinates': [-73.962524, 40.76311]}",-73.962524,0,0,0,0,0,0,0,0,EAST 63 STREET,2 AVENUE                        ,20:15,3771536,SPORT UTILITY / STATION WAGON,TAXI,,,,10065
33,MANHATTAN,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,,2017-10-17,40.770424,"{u'type': u'Point', u'coordinates': [-73.96222, 40.770424]}",-73.96222,0,0,0,0,0,0,0,0,LEXINGTON AVENUE,EAST 72 STREET                  ,11:20,3771533,TAXI,TAXI,,,,10021
34,MANHATTAN,Unspecified,,,,,,2017-10-17,40.779495,"{u'type': u'Point', u'coordinates': [-73.95771, 40.779495]}",-73.95771,0,0,0,0,0,0,0,0,EAST 85 STREET,PARK AVENUE                     ,8:25,3771521,BU,,,,,10028
35,MANHATTAN,Traffic Control Disregarded,Unspecified,,,,,2017-10-17,40.76311,"{u'type': u'Point', u'coordinates': [-73.962524, 40.76311]}",-73.962524,0,0,0,0,0,0,0,0,EAST 63 STREET,2 AVENUE                        ,11:15,3771506,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,10065
36,MANHATTAN,Driver Inattention/Distraction,Unspecified,,,,436       LAFAYETTE STREET              ,2017-10-17,40.729218,"{u'type': u'Point', u'coordinates': [-73.99199, 40.729218]}",-73.99199,0,0,0,0,0,0,0,0,,,20:00,3771452,TAXI,TAXI,,,,10003
37,MANHATTAN,Backing Unsafely,Unspecified,,,,201       EAST 10 STREET                ,2017-10-17,40.729633,"{u'type': u'Point', u'coordinates': [-73.98646, 40.729633]}",-73.98646,0,0,0,0,0,0,0,0,,,18:20,3771443,PASSENGER VEHICLE,TAXI,,,,10003
38,MANHATTAN,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,8         BEACH STREET                  ,2017-10-17,40.720222,"{u'type': u'Point', u'coordinates': [-74.00606, 40.720222]}",-74.00606,0,0,0,0,0,0,0,0,,,12:30,3771349,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,10013
39,MANHATTAN,Unspecified,Unspecified,,,,299       PEARL STREET                  ,2017-10-17,40.708492,"{u'type': u'Point', u'coordinates': [-74.00294, 40.708492]}",-74.00294,0,0,0,0,0,0,0,0,,,11:00,3771345,PASSENGER VEHICLE,TK,,,,10038
40,MANHATTAN,Unsafe Speed,Unspecified,,,,120       BROADWAY                      ,2017-10-17,40.708508,"{u'type': u'Point', u'coordinates': [-74.01108, 40.708508]}",-74.01108,0,0,1,0,0,0,1,0,,,22:10,3771342,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10271
41,MANHATTAN,Driver Inattention/Distraction,Unspecified,,,,,2017-10-17,40.790253,"{u'type': u'Point', u'coordinates': [-73.94564, 40.790253]}",-73.94564,0,0,0,0,0,0,0,0,EAST 104 STREET,3 AVENUE                        ,23:45,3771334,SPORT UTILITY / STATION WAGON,,,,,10029
42,MANHATTAN,Unspecified,Unspecified,,,,268       LEXINGTON AVENUE              ,2017-10-17,40.747463,"{u'type': u'Point', u'coordinates': [-73.978966, 40.747463]}",-73.978966,0,0,0,0,0,0,0,0,,,15:45,3771257,PASSENGER VEHICLE,,,,,10016
43,MANHATTAN,Unspecified,,,,,1845      PARK AVENUE                   ,2017-10-17,40.805916,"{u'type': u'Point', u'coordinates': [-73.9384, 40.805916]}",-73.9384,0,0,0,0,0,0,0,0,,,7:30,3771256,PASSENGER VEHICLE,,,,,10035
44,MANHATTAN,Driver Inattention/Distraction,Unspecified,,,,,2017-10-17,40.75332,"{u'type': u'Point', u'coordinates': [-73.972595, 40.75332]}",-73.972595,0,0,0,0,0,0,0,0,3 AVENUE,EAST 46 STREET                  ,16:50,3771253,PASSENGER VEHICLE,TAXI,,,,10017
45,MANHATTAN,Driver Inattention/Distraction,,,,,415       EAST 54 STREET                ,2017-10-17,40.756157,"{u'type': u'Point', u'coordinates': [-73.96377, 40.756157]}",-73.96377,0,0,0,0,1,0,1,0,,,15:20,3771251,SPORT UTILITY / STATION WAGON,,,,,10022
46,MANHATTAN,Following Too Closely,Unspecified,,,,40        WEST 23 STREET                ,2017-10-17,40.74212,"{u'type': u'Point', u'coordinates': [-73.99097, 40.74212]}",-73.99097,0,0,0,0,0,0,0,0,,,15:30,3771201,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,10010
47,MANHATTAN,Unspecified,Unspecified,,,,420       EAST 20 STREET                ,2017-10-17,40.73469,"{u'type': u'Point', u'coordinates': [-73.979256, 40.73469]}",-73.979256,0,0,0,0,0,0,0,0,,,10:05,3771197,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10009
48,MANHATTAN,Unsafe Lane Changing,Unspecified,,,,104       EAST 126 STREET               ,2017-10-17,40.805565,"{u'type': u'Point', u'coordinates': [-73.93819, 40.805565]}",-73.93819,0,0,0,0,0,0,0,0,,,15:35,3771176,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,10035
49,MANHATTAN,Reaction to Other Uninvolved Vehicle,Unspecified,,,,1780      MADISON AVENUE                ,2017-10-17,40.8005,"{u'type': u'Point', u'coordinates': [-73.944496, 40.8005]}",-73.944496,0,0,0,0,0,0,0,0,,,12:47,3771175,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10035
50,MANHATTAN,,,,,,17        FORT GEORGE HILL              ,2017-10-17,40.85795,"{u'type': u'Point', u'coordinates': [-73.92727, 40.85795]}",-73.92727,0,0,0,0,0,0,0,0,,,11:10,3771170,TK,PASSENGER VEHICLE,,,,10040
51,MANHATTAN,Driver Inattention/Distraction,Unspecified,,,,,2017-10-17,40.74445,"{u'type': u'Point', u'coordinates': [-73.97304, 40.74445]}",-73.97304,0,0,0,0,0,0,0,0,EAST 35 STREET,1 AVENUE                        ,13:15,3771131,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,10016
52,MANHATTAN,Backing Unsafely,Unspecified,,,,,2017-10-17,40.793606,"{u'type': u'Point', u'coordinates': [-73.94952, 40.793606]}",-73.94952,0,0,0,0,0,0,0,0,MADISON AVENUE,EAST 106 STREET                 ,9:15,3771088,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,10029
53,MANHATTAN,Unspecified,,,,,133       EAST 97 STREET                ,2017-10-17,40.786434,"{u'type': u'Point', u'coordinates': [-73.950165, 40.786434]}",-73.950165,0,0,0,0,0,0,0,0,,,0:05,3771087,PASSENGER VEHICLE,,,,,10029
54,MANHATTAN,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,,2017-10-17,,,,0,0,0,0,0,0,0,0,2 AVENUE,EAST 38 STREET                  ,8:13,3771062,TK,TAXI,,,,10016
55,MANHATTAN,Unsafe Lane Changing,Unspecified,,,,2289      BROADWAY                      ,2017-10-17,40.786083,"{u'type': u'Point', u'coordinates': [-73.97834, 40.786083]}",-73.97834,0,0,0,0,0,0,0,0,,,9:45,3771019,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,10024
56,MANHATTAN,Driver Inattention/Distraction,,,,,55        CENTRAL PARK WEST             ,2017-10-17,40.772102,"{u'type': u'Point', u'coordinates': [-73.97897, 40.772102]}",-73.97897,0,0,0,0,0,0,0,0,,,1:00,3771018,TK,,,,,10023
57,MANHATTAN,Unsafe Lane Changing,Unspecified,,,,,2017-10-17,40.762737,"{u'type': u'Point', u'coordinates': [-73.9597, 40.762737]}",-73.9597,0,0,0,0,0,0,0,0,EAST 64 STREET,1 AVENUE                        ,8:00,3770968,PASSENGER VEHICLE,BU,,,,10065
58,MANHATTAN,Unspecified,,,,,,2017-10-17,40.7108,"{u'type': u'Point', u'coordinates': [-74.00342, 40.7108]}",-74.00342,0,0,0,0,0,0,0,0,GOLD STREET,FRANKFORT STREET                ,3:00,3771891,PASSENGER VEHICLE,,,,,10038
59,MANHATTAN,Unspecified,Unspecified,,,,,2017-10-17,40.724136,"{u'type': u'Point', u'coordinates': [-73.992615, 40.724136]}",-73.992615,0,0,0,0,0,0,0,0,EAST HOUSTON STREET,BOWERY                          ,11:11,3771890,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10012
60,MANHATTAN,View Obstructed/Limited,,,,,1         POLICE PLAZA                  ,2017-10-17,40.712357,"{u'type': u'Point', u'coordinates': [-74.0009, 40.712357]}",-74.0009,0,0,0,0,0,0,0,0,,,9:40,3771885,PASSENGER VEHICLE,,,,,10038
61,MANHATTAN,Turning Improperly,Unspecified,,,,,2017-10-17,40.712463,"{u'type': u'Point', u'coordinates': [-73.99232, 40.712463]}",-73.99232,0,0,0,0,0,0,0,0,MADISON STREET,PIKE STREET                     ,10:00,3771875,PASSENGER VEHICLE,PICK-UP TRUCK,,,,10002
62,MANHATTAN,Driver Inexperience,Unspecified,,,,,2017-10-17,40.749706,"{u'type': u'Point', u'coordinates': [-73.99157, 40.749706]}",-73.99157,0,0,0,0,0,0,0,0,WEST 32 STREET,7 AVENUE                        ,0:01,3771869,TAXI,,,,,10001
63,MANHATTAN,Unspecified,Unspecified,,,,75        WEST 125 STREET               ,2017-10-17,40.807343,"{u'type': u'Point', u'coordinates': [-73.94445, 40.807343]}",-73.94445,0,0,0,0,0,0,0,0,,,20:55,3771857,TAXI,TAXI,,,,10027
64,MANHATTAN,Failure to Yield Right-of-Way,,,,,,2017-10-17,40.73603,"{u'type': u'Point', u'coordinates': [-73.99781, 40.73603]}",-73.99781,0,0,0,0,1,0,1,0,AVENUE OF THE AMERICAS,WEST 12 STREET                  ,18:25,3771835,TAXI,,,,,10011
65,MANHATTAN,Driver Inexperience,Driver Inexperience,,,,333       CENTRAL PARK WEST             ,2017-10-17,40.790054,"{u'type': u'Point', u'coordinates': [-73.96588, 40.790054]}",-73.96588,0,0,0,0,0,0,0,0,,,15:30,3771814,TAXI,TK,,,,10025
66,MANHATTAN,Unspecified,Unspecified,,,,,2017-10-17,40.787003,"{u'type': u'Point', u'coordinates': [-73.97552, 40.787003]}",-73.97552,1,0,0,0,0,0,1,0,AMSTERDAM AVENUE,WEST 85 STREET                  ,13:45,3771773,DP,BICYCLE,,,,10024
67,MANHATTAN,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,99        WEST 135 STREET               ,2017-10-17,40.814014,"{u'type': u'Point', u'coordinates': [-73.94063, 40.814014]}",-73.94063,0,0,0,0,0,0,0,0,,,9:00,3771698,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,,,10037
68,MANHATTAN,Driver Inattention/Distraction,Unspecified,,,,,2017-10-17,40.76311,"{u'type': u'Point', u'coordinates': [-73.962524, 40.76311]}",-73.962524,0,0,0,0,0,0,0,0,2 AVENUE,EAST 63 STREET                  ,15:47,3771696,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10065
69,MANHATTAN,Reaction to Other Uninvolved Vehicle,Driver Inattention/Distraction,,,,,2017-10-17,40.773018,"{u'type': u'Point', u'coordinates': [-73.952194, 40.773018]}",-73.952194,0,0,0,0,0,0,0,0,EAST 80 STREET,1 AVENUE                        ,16:03,3771695,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,10075
70,MANHATTAN,Driver Inattention/Distraction,Unspecified,,,,,2017-10-17,40.770424,"{u'type': u'Point', u'coordinates': [-73.96222, 40.770424]}",-73.96222,0,0,0,0,0,0,0,0,LEXINGTON AVENUE,EAST 72 STREET                  ,16:30,3771694,TAXI,PASSENGER VEHICLE,,,,10021
71,MANHATTAN,Driver Inattention/Distraction,,,,,246       WEST 150 STREET               ,2017-10-17,40.825325,"{u'type': u'Point', u'coordinates': [-73.93801, 40.825325]}",-73.93801,0,0,0,0,1,0,1,0,,,16:45,3771692,SPORT UTILITY / STATION WAGON,,,,,10039
72,MANHATTAN,Unspecified,Unspecified,,,,107       WEST 135 STREET               ,2017-10-17,40.814342,"{u'type': u'Point', u'coordinates': [-73.94141, 40.814342]}",-73.94141,0,0,0,0,0,0,0,0,,,18:43,3771688,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10030
73,MANHATTAN,Unspecified,Unspecified,,,,331       WEST 35 STREET                ,2017-10-17,40.7533,"{u'type': u'Point', u'coordinates': [-73.99402, 40.7533]}",-73.99402,0,0,0,0,0,0,0,0,,,13:55,3771619,TK,PASSENGER VEHICLE,,,,10001
74,MANHATTAN,Outside Car Distraction,Unsafe Lane Changing,Unspecified,,,352       7 AVENUE                      ,2017-10-17,40.748207,"{u'type': u'Point', u'coordinates': [-73.99267, 40.748207]}",-73.99267,0,0,0,0,0,0,0,0,,,17:10,3771615,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,10001
75,MANHATTAN,Driver Inattention/Distraction,Unspecified,,,,,2017-10-17,,,,0,0,0,0,0,0,0,0,8 AVENUE,38 STREET                       ,20:05,3771614,PASSENGER VEHICLE,AM,,,,10018
76,MANHATTAN,Unspecified,Unspecified,,,,630       9 AVENUE                      ,2017-10-17,40.760036,"{u'type': u'Point', u'coordinates': [-73.991455, 40.760036]}",-73.991455,0,0,0,0,0,0,0,0,,,16:04,3771610,PASSENGER VEHICLE,TAXI,,,,10036
77,MANHATTAN,Following Too Closely,Unspecified,,,,48        WEST 37 STREET                ,2017-10-17,40.75099,"{u'type': u'Point', u'coordinates': [-73.98475, 40.75099]}",-73.98475,0,0,0,0,0,0,0,0,,,13:30,3771609,TK,PASSENGER VEHICLE,,,,10018
78,MANHATTAN,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,1         TRANSVERSE ROAD NUMBER ONE    ,2017-10-17,40.76871,"{u'type': u'Point', u'coordinates': [-73.969986, 40.76871]}",-73.969986,0,0,0,0,0,0,0,0,,,20:00,3771594,PASSENGER VEHICLE,TAXI,,,,10000
79,MANHATTAN,Driver Inattention/Distraction,Unspecified,,,,,2017-10-17,40.783245,"{u'type': u'Point', u'coordinates': [-73.94473, 40.783245]}",-73.94473,0,0,0,0,0,0,0,0,1 AVENUE,EAST 96 STREET                  ,21:47,3771590,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10128
80,MANHATTAN,Unspecified,Unspecified,,,,511       EAST 20 STREET                ,2017-10-17,40.73383,"{u'type': u'Point', u'coordinates': [-73.97721, 40.73383]}",-73.97721,0,0,0,0,0,0,0,0,,,8:15,3770914,PASSENGER VEHICLE,PICK-UP TRUCK,,,,10010
81,MANHATTAN,Unspecified,,,,,,2017-10-17,40.778137,"{u'type': u'Point', u'coordinates': [-73.95449, 40.778137]}",-73.95449,0,0,0,0,1,0,1,0,3 AVENUE,EAST 85 STREET                  ,0:10,3770794,PASSENGER VEHICLE,,,,,10028
82,MANHATTAN,Outside Car Distraction,Unspecified,,,,,2017-10-17,40.76023,"{u'type': u'Point', u'coordinates': [-73.961525, 40.76023]}",-73.961525,0,0,0,0,0,0,0,0,EAST 60 STREET,1 AVENUE                        ,0:40,3770760,SPORT UTILITY / STATION WAGON,DP,,,,10022
0,MANHATTAN,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,26        BLEECKER STREET               ,2017-10-18,40.725563,"{u'type': u'Point', u'coordinates': [-73.99349, 40.725563]}",-73.99349,0,0,0,0,0,0,0,0,,,14:00,3775862,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,10012
1,MANHATTAN,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,,2017-10-18,40.732727,"{u'type': u'Point', u'coordinates': [-73.97451, 40.732727]}",-73.97451,1,0,0,0,0,0,1,0,EAST 20 STREET,AVENUE C                        ,18:10,3775764,PASSENGER VEHICLE,BICYCLE,,,,10009
2,MANHATTAN,Unspecified,,,,,,2017-10-18,40.81847,"{u'type': u'Point', u'coordinates': [-73.9414, 40.81847]}",-73.9414,0,0,0,0,0,0,0,0,7 AVENUE,WEST 140 STREET                 ,14:30,3775694,SPORT UTILITY / STATION WAGON,,,,,10030
3,MANHATTAN,Unspecified,,,,,305       EAST 6 STREET                 ,2017-10-18,40.72723,"{u'type': u'Point', u'coordinates': [-73.98811, 40.72723]}",-73.98811,0,0,0,0,0,0,0,0,,,14:30,3775545,PASSENGER VEHICLE,,,,,10003
4,MANHATTAN,Oversized Vehicle,,,,,,2017-10-18,40.726185,"{u'type': u'Point', u'coordinates': [-73.98943, 40.726185]}",-73.98943,0,0,0,0,0,0,0,0,2 AVENUE,EAST 4 STREET                   ,7:00,3775541,PICK-UP TRUCK,PASSENGER VEHICLE,,,,10003
5,MANHATTAN,Unspecified,Unspecified,,,,321       WEST 44 STREET                ,2017-10-18,40.75889,"{u'type': u'Point', u'coordinates': [-73.98968, 40.75889]}",-73.98968,0,0,0,0,0,0,0,0,,,13:05,3774343,TAXI,BU,,,,10036
6,MANHATTAN,Unspecified,Unspecified,,,,315       WEST 36 STREET                ,2017-10-18,40.753784,"{u'type': u'Point', u'coordinates': [-73.99323, 40.753784]}",-73.99323,0,0,0,0,0,0,0,0,,,10:05,3774341,FB,SPORT UTILITY / STATION WAGON,,,,10018
7,MANHATTAN,Driver Inattention/Distraction,Unspecified,,,,688       8 AVENUE                      ,2017-10-18,40.758217,"{u'type': u'Point', u'coordinates': [-73.98907, 40.758217]}",-73.98907,0,0,0,0,0,0,0,0,,,11:00,3774311,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10036
8,MANHATTAN,Driver Inattention/Distraction,Unspecified,,,,400       5 AVENUE                      ,2017-10-18,40.750065,"{u'type': u'Point', u'coordinates': [-73.98339, 40.750065]}",-73.98339,0,0,0,0,0,0,0,0,,,19:10,3774303,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,10018
9,MANHATTAN,Driver Inexperience,Unspecified,,,,33        EAST 40 STREET                ,2017-10-18,40.751366,"{u'type': u'Point', u'coordinates': [-73.97983, 40.751366]}",-73.97983,0,0,0,0,0,0,0,0,,,18:05,3774302,SPORT UTILITY / STATION WAGON,TK,,,,10016
10,MANHATTAN,Passing or Lane Usage Improper,Unspecified,,,,540       9 AVENUE                      ,2017-10-18,40.756996,"{u'type': u'Point', u'coordinates': [-73.99366, 40.756996]}",-73.99366,0,0,0,0,0,0,0,0,,,15:30,3774301,van,van,,,,10018
11,MANHATTAN,Failure to Yield Right-of-Way,,,,,1328      BROADWAY                      ,2017-10-18,40.750313,"{u'type': u'Point', u'coordinates': [-73.98739, 40.750313]}",-73.98739,0,0,0,0,1,0,1,0,,,18:00,3774300,BICYCLE,,,,,10001
12,MANHATTAN,Driver Inattention/Distraction,Unspecified,,,,580       8 AVENUE                      ,2017-10-18,40.75495,"{u'type': u'Point', u'coordinates': [-73.99145, 40.75495]}",-73.99145,0,0,0,0,0,0,0,0,,,0:00,3774298,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,10018
13,MANHATTAN,Failure to Yield Right-of-Way,Unspecified,,,,,2017-10-18,40.746857,"{u'type': u'Point', u'coordinates': [-74.008, 40.746857]}",-74.008,0,0,0,0,0,0,0,0,WEST 20 STREET,11 AVENUE                       ,13:00,3774192,PASSENGER VEHICLE,BICYCLE,,,,10011
14,MANHATTAN,Passing or Lane Usage Improper,Unspecified,,,,,2017-10-18,40.75525,"{u'type': u'Point', u'coordinates': [-73.998665, 40.75525]}",-73.998665,0,0,0,0,0,0,0,0,10 AVENUE,WEST 35 STREET                  ,21:25,3774191,TAXI,SPORT UTILITY / STATION WAGON,,,,10018
15,MANHATTAN,Turning Improperly,Unspecified,,,,,2017-10-18,40.746143,"{u'type': u'Point', u'coordinates': [-74.00813, 40.746143000000004]}",-74.00813,0,0,0,0,0,0,0,0,11 AVENUE,WEST 19 STREET                  ,22:05,3773970,PASSENGER VEHICLE,TAXI,,,,10011
16,MANHATTAN,Unsafe Lane Changing,Unspecified,,,,,2017-10-18,,,,0,0,0,0,0,0,0,0,WEST 34 STREET,12 AVENUE                       ,14:20,3773968,VN,SPORT UTILITY / STATION WAGON,,,,10001
17,MANHATTAN,Driver Inattention/Distraction,Unspecified,,,,,2017-10-18,40.75458,"{u'type': u'Point', u'coordinates': [-73.99915, 40.75458]}",-73.99915,0,0,0,0,0,0,0,0,WEST 34 STREET,10 AVENUE                       ,15:00,3773967,PASSENGER VEHICLE,,,,,10001
18,MANHATTAN,Backing Unsafely,Unspecified,,,,,2017-10-18,40.75898,"{u'type': u'Point', u'coordinates': [-73.99595, 40.75898]}",-73.99595,0,0,0,0,0,0,0,0,WEST 41 STREET,10 AVENUE                       ,16:00,3773966,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,10036
19,MANHATTAN,Unspecified,,,,,,2017-10-18,40.745293,"{u'type': u'Point', u'coordinates': [-73.9985, 40.745293]}",-73.9985,0,0,0,0,1,0,1,0,8 AVENUE,WEST 23 STREET                  ,16:00,3773965,TAXI,,,,,10011
20,MANHATTAN,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,,2017-10-18,40.743423,"{u'type': u'Point', u'coordinates': [-73.999855, 40.743423]}",-73.999855,0,0,1,0,0,0,1,0,8 AVENUE,WEST 20 STREET                  ,23:25,3773963,BICYCLE,MS,,,,10011
21,MANHATTAN,Traffic Control Disregarded,View Obstructed/Limited,,,,,2017-10-18,40.79676,"{u'type': u'Point', u'coordinates': [-73.9451, 40.79676]}",-73.9451,1,0,0,0,0,0,1,0,PARK AVENUE,EAST 112 STREET                 ,8:15,3773620,BICYCLE,PASSENGER VEHICLE,,,,10029
22,MANHATTAN,Unspecified,,,,,230       EAST 124 STREET               ,2017-10-18,40.802673,"{u'type': u'Point', u'coordinates': [-73.9355, 40.802673]}",-73.9355,0,0,0,0,0,0,0,0,,,13:30,3773306,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,10035
23,MANHATTAN,Unspecified,Unspecified,,,,2419      2 AVENUE                      ,2017-10-18,40.80222,"{u'type': u'Point', u'coordinates': [-73.933975, 40.80222]}",-73.933975,0,0,0,0,0,0,0,0,,,6:21,3773299,TAXI,TK,,,,10035
